npoin  nele  nsec npfix  nlod
  392   759     4    16   392
  sec               E              po               A               J              Iy              Iz           theta
  sec           alpha           gamma             gkX             gkY             gkZ
    1   2.5500000e+06   2.0000000e-01   6.0000000e-01   0.0000000e+00   1.8000000e-02   5.0000000e-02   0.0000000e+00
    1   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    2   2.5500000e+06   2.0000000e-01   2.5000000e+00   6.2300000e-01   1.3020000e+00   2.0800000e-01   0.0000000e+00
    2   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    3   2.5500000e+06   2.0000000e-01   2.5000000e+00   6.2300000e-01   1.3020000e+00   2.0800000e-01   0.0000000e+00
    3   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    4   1.0000000e+00   2.0000000e-01   1.0000000e-03   0.0000000e+00   1.0000000e-03   1.0000000e-03   0.0000000e+00
    4   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
 node               x               y               z              fx              fy              fz              mx              my              mz          deltaT
  520   272   0.0000000e+00   0.0000000e+00   3.7375994e+00   0.0000000e+00  -8.0815300e+00   0.0000000e+00
  521   272   0.0000000e+00   0.0000000e+00  -1.2197840e+01   0.0000000e+00   8.0815300e+00   0.0000000e+00
  521   292   0.0000000e+00   0.0000000e+00   1.2197840e+01   0.0000000e+00   4.1163100e+00   0.0000000e+00
  522   292   0.0000000e+00   0.0000000e+00  -2.9591497e+01   0.0000000e+00  -4.1163100e+00   0.0000000e+00
  522   311   0.0000000e+00   0.0000000e+00   2.9591497e+01   0.0000000e+00   3.3707807e+01   0.0000000e+00
  523   311   0.0000000e+00   0.0000000e+00   3.5117625e+01   0.0000000e+00  -4.2214563e+01   0.0000000e+00
  523   328   0.0000000e+00   0.0000000e+00  -3.5117625e+01   0.0000000e+00   7.0969383e+00   0.0000000e+00
  524   328   0.0000000e+00   0.0000000e+00   1.7268422e+01   0.0000000e+00  -7.0969383e+00   0.0000000e+00
  524   343   0.0000000e+00   0.0000000e+00  -1.7268422e+01   0.0000000e+00  -1.0171483e+01   0.0000000e+00
  525   343   0.0000000e+00   0.0000000e+00   6.5904840e+00   0.0000000e+00   1.0171483e+01   0.0000000e+00
  525   356   0.0000000e+00   0.0000000e+00  -6.5904840e+00   0.0000000e+00  -1.6761967e+01   0.0000000e+00
  526   356   0.0000000e+00   0.0000000e+00   8.7740052e-02   0.0000000e+00   1.6761967e+01   0.0000000e+00
  526   367   0.0000000e+00   0.0000000e+00  -8.7740052e-02   0.0000000e+00  -1.6849708e+01   0.0000000e+00
  527   367   0.0000000e+00   0.0000000e+00  -4.1682003e+00   0.0000000e+00   1.6849708e+01   0.0000000e+00
  527   376   0.0000000e+00   0.0000000e+00   4.1682003e+00   0.0000000e+00  -1.2681507e+01   0.0000000e+00
  528   376   0.0000000e+00   0.0000000e+00  -1.1119352e+01   0.0000000e+00   1.2681507e+01   0.0000000e+00
  528   383   0.0000000e+00   0.0000000e+00   1.1119352e+01   0.0000000e+00  -1.5621555e+00   0.0000000e+00
  529   383   0.0000000e+00   0.0000000e+00  -1.5449955e+01   0.0000000e+00   1.5621555e+00   0.0000000e+00
  529   388   0.0000000e+00   0.0000000e+00   1.5449955e+01   0.0000000e+00   1.3887800e+01   0.0000000e+00
  530   388   0.0000000e+00   0.0000000e+00  -2.9780726e+00   0.0000000e+00  -1.3887800e+01   0.0000000e+00
  530   391   0.0000000e+00   0.0000000e+00   2.9780726e+00   0.0000000e+00   1.6865872e+01   0.0000000e+00
  531    10   0.0000000e+00   0.0000000e+00   2.8758067e+01   0.0000000e+00  -2.7681430e+01   0.0000000e+00
  531    32   0.0000000e+00   0.0000000e+00  -2.8758067e+01   0.0000000e+00  -1.0766369e+00   0.0000000e+00
  532    32   0.0000000e+00   0.0000000e+00   1.3591993e+01   0.0000000e+00   1.0766369e+00   0.0000000e+00
  532    54   0.0000000e+00   0.0000000e+00  -1.3591993e+01   0.0000000e+00  -1.4668630e+01   0.0000000e+00
  533    54   0.0000000e+00   0.0000000e+00   3.9731086e+00   0.0000000e+00   1.4668630e+01   0.0000000e+00
  533    76   0.0000000e+00   0.0000000e+00  -3.9731086e+00   0.0000000e+00  -1.8641738e+01   0.0000000e+00
  534    76   0.0000000e+00   0.0000000e+00  -1.4468284e+00   0.0000000e+00   1.8641738e+01   0.0000000e+00
  534    98   0.0000000e+00   0.0000000e+00   1.4468284e+00   0.0000000e+00  -1.7194910e+01   0.0000000e+00
  535    98   0.0000000e+00   0.0000000e+00  -7.3317973e+00   0.0000000e+00   1.7194910e+01   0.0000000e+00
  535   120   0.0000000e+00   0.0000000e+00   7.3317973e+00   0.0000000e+00  -9.8631126e+00   0.0000000e+00
  536   120   0.0000000e+00   0.0000000e+00  -1.7677087e+01   0.0000000e+00   9.8631126e+00   0.0000000e+00
  536   142   0.0000000e+00   0.0000000e+00   1.7677087e+01   0.0000000e+00   7.8139747e+00   0.0000000e+00
  537   142   0.0000000e+00   0.0000000e+00  -3.2942007e+01   0.0000000e+00  -7.8139747e+00   0.0000000e+00
  537   164   0.0000000e+00   0.0000000e+00   3.2942007e+01   0.0000000e+00   4.0755982e+01   0.0000000e+00
  538   164   0.0000000e+00   0.0000000e+00   3.1063304e+01   0.0000000e+00  -3.8976090e+01   0.0000000e+00
  538   186   0.0000000e+00   0.0000000e+00  -3.1063304e+01   0.0000000e+00   7.9127853e+00   0.0000000e+00
  539   186   0.0000000e+00   0.0000000e+00   1.5927161e+01   0.0000000e+00  -7.9127853e+00   0.0000000e+00
  539   208   0.0000000e+00   0.0000000e+00  -1.5927161e+01   0.0000000e+00  -8.0143757e+00   0.0000000e+00
  540   208   0.0000000e+00   0.0000000e+00   6.2059076e+00   0.0000000e+00   8.0143757e+00   0.0000000e+00
  540   230   0.0000000e+00   0.0000000e+00  -6.2059076e+00   0.0000000e+00  -1.4220283e+01   0.0000000e+00
  541   230   0.0000000e+00   0.0000000e+00   9.1918972e-01   0.0000000e+00   1.4220283e+01   0.0000000e+00
  541   252   0.0000000e+00   0.0000000e+00  -9.1918972e-01   0.0000000e+00  -1.5139473e+01   0.0000000e+00
  542   252   0.0000000e+00   0.0000000e+00  -5.1757200e+00   0.0000000e+00   1.5139473e+01   0.0000000e+00
  542   273   0.0000000e+00   0.0000000e+00   5.1757200e+00   0.0000000e+00  -9.9637531e+00   0.0000000e+00
  543   273   0.0000000e+00   0.0000000e+00  -1.6180052e+01   0.0000000e+00   9.9637531e+00   0.0000000e+00
  543   293   0.0000000e+00   0.0000000e+00   1.6180052e+01   0.0000000e+00   6.2162992e+00   0.0000000e+00
  544   293   0.0000000e+00   0.0000000e+00  -3.2750295e+01   0.0000000e+00  -6.2162992e+00   0.0000000e+00
  544   312   0.0000000e+00   0.0000000e+00   3.2750295e+01   0.0000000e+00   3.8966594e+01   0.0000000e+00
  545   312   0.0000000e+00   0.0000000e+00   3.9781511e+01   0.0000000e+00  -4.8872158e+01   0.0000000e+00
  545   329   0.0000000e+00   0.0000000e+00  -3.9781511e+01   0.0000000e+00   9.0906476e+00   0.0000000e+00
  546   329   0.0000000e+00   0.0000000e+00   2.1263330e+01   0.0000000e+00  -9.0906476e+00   0.0000000e+00
  546   344   0.0000000e+00   0.0000000e+00  -2.1263330e+01   0.0000000e+00  -1.2172683e+01   0.0000000e+00
  547   344   0.0000000e+00   0.0000000e+00   8.3365636e+00   0.0000000e+00   1.2172683e+01   0.0000000e+00
  547   357   0.0000000e+00   0.0000000e+00  -8.3365636e+00   0.0000000e+00  -2.0509246e+01   0.0000000e+00
  548   357   0.0000000e+00   0.0000000e+00   4.3213217e-02   0.0000000e+00   2.0509246e+01   0.0000000e+00
  548   368   0.0000000e+00   0.0000000e+00  -4.3213217e-02   0.0000000e+00  -2.0552459e+01   0.0000000e+00
  549   368   0.0000000e+00   0.0000000e+00  -7.9211312e+00   0.0000000e+00   2.0552459e+01   0.0000000e+00
  549   377   0.0000000e+00   0.0000000e+00   7.9211312e+00   0.0000000e+00  -1.2631328e+01   0.0000000e+00
  550   377   0.0000000e+00   0.0000000e+00  -1.3653191e+01   0.0000000e+00   1.2631328e+01   0.0000000e+00
  550   384   0.0000000e+00   0.0000000e+00   1.3653191e+01   0.0000000e+00   1.0218628e+00   0.0000000e+00
  551   384   0.0000000e+00   0.0000000e+00  -1.5232614e+01   0.0000000e+00  -1.0218628e+00   0.0000000e+00
  551   389   0.0000000e+00   0.0000000e+00   1.5232614e+01   0.0000000e+00   1.6254476e+01   0.0000000e+00
  552   389   0.0000000e+00   0.0000000e+00  -1.9158528e+00   0.0000000e+00  -1.6254476e+01   0.0000000e+00
  552   392   0.0000000e+00   0.0000000e+00   1.9158528e+00   0.0000000e+00   1.8170329e+01   0.0000000e+00
  553    11   0.0000000e+00   0.0000000e+00   2.4171879e+01   0.0000000e+00  -2.2791199e+01   0.0000000e+00
  553    33   0.0000000e+00   0.0000000e+00  -2.4171879e+01   0.0000000e+00  -1.3806806e+00   0.0000000e+00
  554    33   0.0000000e+00   0.0000000e+00   1.1106234e+01   0.0000000e+00   1.3806806e+00   0.0000000e+00
  554    55   0.0000000e+00   0.0000000e+00  -1.1106234e+01   0.0000000e+00  -1.2486915e+01   0.0000000e+00
  555    55   0.0000000e+00   0.0000000e+00   3.1992820e+00   0.0000000e+00   1.2486915e+01   0.0000000e+00
  555    77   0.0000000e+00   0.0000000e+00  -3.1992820e+00   0.0000000e+00  -1.5686197e+01   0.0000000e+00
  556    77   0.0000000e+00   0.0000000e+00  -1.1990816e+00   0.0000000e+00   1.5686197e+01   0.0000000e+00
  556    99   0.0000000e+00   0.0000000e+00   1.1990816e+00   0.0000000e+00  -1.4487115e+01   0.0000000e+00
  557    99   0.0000000e+00   0.0000000e+00  -5.9695601e+00   0.0000000e+00   1.4487115e+01   0.0000000e+00
  557   121   0.0000000e+00   0.0000000e+00   5.9695601e+00   0.0000000e+00  -8.5175552e+00   0.0000000e+00
  558   121   0.0000000e+00   0.0000000e+00  -1.5015173e+01   0.0000000e+00   8.5175552e+00   0.0000000e+00
  558   143   0.0000000e+00   0.0000000e+00   1.5015173e+01   0.0000000e+00   6.4976182e+00   0.0000000e+00
  559   143   0.0000000e+00   0.0000000e+00  -2.8665377e+01   0.0000000e+00  -6.4976182e+00   0.0000000e+00
  559   165   0.0000000e+00   0.0000000e+00   2.8665377e+01   0.0000000e+00   3.5162995e+01   0.0000000e+00
  560   165   0.0000000e+00   0.0000000e+00   2.6174962e+01   0.0000000e+00  -3.2607374e+01   0.0000000e+00
  560   187   0.0000000e+00   0.0000000e+00  -2.6174962e+01   0.0000000e+00   6.4324123e+00   0.0000000e+00
  561   187   0.0000000e+00   0.0000000e+00   1.2981402e+01   0.0000000e+00  -6.4324123e+00   0.0000000e+00
  561   209   0.0000000e+00   0.0000000e+00  -1.2981402e+01   0.0000000e+00  -6.5489894e+00   0.0000000e+00
  562   209   0.0000000e+00   0.0000000e+00   4.8175708e+00   0.0000000e+00   6.5489894e+00   0.0000000e+00
  562   231   0.0000000e+00   0.0000000e+00  -4.8175708e+00   0.0000000e+00  -1.1366560e+01   0.0000000e+00
  563   231   0.0000000e+00   0.0000000e+00   1.1535683e+00   0.0000000e+00   1.1366560e+01   0.0000000e+00
  563   253   0.0000000e+00   0.0000000e+00  -1.1535683e+00   0.0000000e+00  -1.2520128e+01   0.0000000e+00
  564   253   0.0000000e+00   0.0000000e+00  -4.0134335e+00   0.0000000e+00   1.2520128e+01   0.0000000e+00
  564   274   0.0000000e+00   0.0000000e+00   4.0134335e+00   0.0000000e+00  -8.5066950e+00   0.0000000e+00
  565   274   0.0000000e+00   0.0000000e+00  -1.3070028e+01   0.0000000e+00   8.5066950e+00   0.0000000e+00
  565   294   0.0000000e+00   0.0000000e+00   1.3070028e+01   0.0000000e+00   4.5633335e+00   0.0000000e+00
  566   294   0.0000000e+00   0.0000000e+00  -2.8073174e+01   0.0000000e+00  -4.5633335e+00   0.0000000e+00
  566   313   0.0000000e+00   0.0000000e+00   2.8073174e+01   0.0000000e+00   3.2636508e+01   0.0000000e+00
  567   313   0.0000000e+00   0.0000000e+00   3.4283915e+01   0.0000000e+00  -4.1068089e+01   0.0000000e+00
  567   330   0.0000000e+00   0.0000000e+00  -3.4283915e+01   0.0000000e+00   6.7841736e+00   0.0000000e+00
  568   330   0.0000000e+00   0.0000000e+00   1.7244414e+01   0.0000000e+00  -6.7841736e+00   0.0000000e+00
  568   345   0.0000000e+00   0.0000000e+00  -1.7244414e+01   0.0000000e+00  -1.0460240e+01   0.0000000e+00
  569   345   0.0000000e+00   0.0000000e+00   7.1337428e+00   0.0000000e+00   1.0460240e+01   0.0000000e+00
  569   358   0.0000000e+00   0.0000000e+00  -7.1337428e+00   0.0000000e+00  -1.7593983e+01   0.0000000e+00
  570   358   0.0000000e+00   0.0000000e+00   1.3098031e+00   0.0000000e+00   1.7593983e+01   0.0000000e+00
  570   369   0.0000000e+00   0.0000000e+00  -1.3098031e+00   0.0000000e+00  -1.8903786e+01   0.0000000e+00
  571   369   0.0000000e+00   0.0000000e+00  -7.5008455e+00   0.0000000e+00   1.8903786e+01   0.0000000e+00
  571   378   0.0000000e+00   0.0000000e+00   7.5008455e+00   0.0000000e+00  -1.1402941e+01   0.0000000e+00
  572   378   0.0000000e+00   0.0000000e+00  -1.8457042e+01   0.0000000e+00   1.1402941e+01   0.0000000e+00
  572   385   0.0000000e+00   0.0000000e+00   1.8457042e+01   0.0000000e+00   7.0541012e+00   0.0000000e+00
  573   385   0.0000000e+00   0.0000000e+00  -2.5195023e+01   0.0000000e+00  -7.0541012e+00   0.0000000e+00
  573   390   0.0000000e+00   0.0000000e+00   2.5195023e+01   0.0000000e+00   3.2249124e+01   0.0000000e+00
  574    12   0.0000000e+00   0.0000000e+00   1.2949950e+01   0.0000000e+00  -1.0100781e+01   0.0000000e+00
  574    34   0.0000000e+00   0.0000000e+00  -1.2949950e+01   0.0000000e+00  -2.8491692e+00   0.0000000e+00
  575    34   0.0000000e+00   0.0000000e+00   4.5207878e+00   0.0000000e+00   2.8491692e+00   0.0000000e+00
  575    56   0.0000000e+00   0.0000000e+00  -4.5207878e+00   0.0000000e+00  -7.3699569e+00   0.0000000e+00
  576    56   0.0000000e+00   0.0000000e+00   1.2285723e+00   0.0000000e+00   7.3699569e+00   0.0000000e+00
  576    78   0.0000000e+00   0.0000000e+00  -1.2285723e+00   0.0000000e+00  -8.5985292e+00   0.0000000e+00
  577    78   0.0000000e+00   0.0000000e+00  -9.1696896e-01   0.0000000e+00   8.5985292e+00   0.0000000e+00
  577   100   0.0000000e+00   0.0000000e+00   9.1696896e-01   0.0000000e+00  -7.6815603e+00   0.0000000e+00
  578   100   0.0000000e+00   0.0000000e+00  -3.1052930e+00   0.0000000e+00   7.6815603e+00   0.0000000e+00
  578   122   0.0000000e+00   0.0000000e+00   3.1052930e+00   0.0000000e+00  -4.5762672e+00   0.0000000e+00
  579   122   0.0000000e+00   0.0000000e+00  -7.0145881e+00   0.0000000e+00   4.5762672e+00   0.0000000e+00
  579   144   0.0000000e+00   0.0000000e+00   7.0145881e+00   0.0000000e+00   2.4383208e+00   0.0000000e+00
  580   144   0.0000000e+00   0.0000000e+00  -1.8740119e+01   0.0000000e+00  -2.4383208e+00   0.0000000e+00
  580   166   0.0000000e+00   0.0000000e+00   1.8740119e+01   0.0000000e+00   2.1178440e+01   0.0000000e+00
  581   166   0.0000000e+00   0.0000000e+00   1.5293303e+01   0.0000000e+00  -1.8083583e+01   0.0000000e+00
  581   188   0.0000000e+00   0.0000000e+00  -1.5293303e+01   0.0000000e+00   2.7902798e+00   0.0000000e+00
  582   188   0.0000000e+00   0.0000000e+00   5.8743613e+00   0.0000000e+00  -2.7902798e+00   0.0000000e+00
  582   210   0.0000000e+00   0.0000000e+00  -5.8743613e+00   0.0000000e+00  -3.0840815e+00   0.0000000e+00
  583   210   0.0000000e+00   0.0000000e+00   2.4178715e+00   0.0000000e+00   3.0840815e+00   0.0000000e+00
  583   232   0.0000000e+00   0.0000000e+00  -2.4178715e+00   0.0000000e+00  -5.5019530e+00   0.0000000e+00
  584   232   0.0000000e+00   0.0000000e+00   3.6986082e-01   0.0000000e+00   5.5019530e+00   0.0000000e+00
  584   254   0.0000000e+00   0.0000000e+00  -3.6986082e-01   0.0000000e+00  -5.8718138e+00   0.0000000e+00
  585   254   0.0000000e+00   0.0000000e+00  -1.4956589e+00   0.0000000e+00   5.8718138e+00   0.0000000e+00
  585   275   0.0000000e+00   0.0000000e+00   1.4956589e+00   0.0000000e+00  -4.3761549e+00   0.0000000e+00
  586   275   0.0000000e+00   0.0000000e+00  -5.7767090e+00   0.0000000e+00   4.3761549e+00   0.0000000e+00
  586   295   0.0000000e+00   0.0000000e+00   5.7767090e+00   0.0000000e+00   1.4005541e+00   0.0000000e+00
  587   295   0.0000000e+00   0.0000000e+00  -1.5454626e+01   0.0000000e+00  -1.4005541e+00   0.0000000e+00
  587   314   0.0000000e+00   0.0000000e+00   1.5454626e+01   0.0000000e+00   1.6855181e+01   0.0000000e+00
  588   314   0.0000000e+00   0.0000000e+00   1.9141699e+01   0.0000000e+00  -2.1573904e+01   0.0000000e+00
  588   331   0.0000000e+00   0.0000000e+00  -1.9141699e+01   0.0000000e+00   2.4322057e+00   0.0000000e+00
  589   331   0.0000000e+00   0.0000000e+00   7.9701836e+00   0.0000000e+00  -2.4322057e+00   0.0000000e+00
  589   346   0.0000000e+00   0.0000000e+00  -7.9701836e+00   0.0000000e+00  -5.5379779e+00   0.0000000e+00
  590   346   0.0000000e+00   0.0000000e+00   3.3659849e+00   0.0000000e+00   5.5379779e+00   0.0000000e+00
  590   359   0.0000000e+00   0.0000000e+00  -3.3659849e+00   0.0000000e+00  -8.9039627e+00   0.0000000e+00
  591   359   0.0000000e+00   0.0000000e+00   2.3896978e+00   0.0000000e+00   8.9039627e+00   0.0000000e+00
  591   370   0.0000000e+00   0.0000000e+00  -2.3896978e+00   0.0000000e+00  -1.1293661e+01   0.0000000e+00
  592   370   0.0000000e+00   0.0000000e+00  -1.3894396e+00   0.0000000e+00   1.1293661e+01   0.0000000e+00
  592   379   0.0000000e+00   0.0000000e+00   1.3894396e+00   0.0000000e+00  -9.9042209e+00   0.0000000e+00
  593   379   0.0000000e+00   0.0000000e+00  -4.2014371e+01   0.0000000e+00   9.9042209e+00   0.0000000e+00
  593   386   0.0000000e+00   0.0000000e+00   4.2014371e+01   0.0000000e+00   3.2110150e+01   0.0000000e+00
  594    13   0.0000000e+00   0.0000000e+00   9.6445597e+01  -6.7392888e+01   6.6900774e+01   0.0000000e+00
  594    35   0.0000000e+00   0.0000000e+00  -9.6445597e+01   6.7392888e+01  -1.6334637e+02   0.0000000e+00
  595    35   0.0000000e+00   0.0000000e+00   5.6084732e+01  -5.4238893e+01   1.6334637e+02   0.0000000e+00
  595    57   0.0000000e+00   0.0000000e+00  -5.6084732e+01   5.4238893e+01  -2.1943110e+02   0.0000000e+00
  596    57   0.0000000e+00   0.0000000e+00   2.9015626e+00  -2.7404132e+01   2.1943110e+02   0.0000000e+00
  596    79   0.0000000e+00   0.0000000e+00  -2.9015626e+00   2.7404132e+01  -2.2233266e+02   0.0000000e+00
  597    79   0.0000000e+00   0.0000000e+00  -5.6612914e+01   6.8505631e+00   2.2233266e+02   0.0000000e+00
  597   101   0.0000000e+00   0.0000000e+00   5.6612914e+01  -6.8505631e+00  -1.6571975e+02   0.0000000e+00
  598   101   0.0000000e+00   0.0000000e+00  -1.1548554e+02   4.0343077e+01   1.6571975e+02   0.0000000e+00
  598   123   0.0000000e+00   0.0000000e+00   1.1548554e+02  -4.0343077e+01  -5.0234210e+01   0.0000000e+00
  599   123   0.0000000e+00   0.0000000e+00  -1.6660002e+02   6.5023702e+01   5.0234210e+01   0.0000000e+00
  599   145   0.0000000e+00   0.0000000e+00   1.6660002e+02  -6.5023702e+01   1.1636581e+02   0.0000000e+00
  600   145   0.0000000e+00   0.0000000e+00  -2.0312688e+02   7.5344389e+01  -1.1636581e+02   0.0000000e+00
  600   167   0.0000000e+00   0.0000000e+00   2.0312688e+02  -7.5344389e+01   3.1949269e+02   0.0000000e+00
  601   167   0.0000000e+00   0.0000000e+00   2.1098443e+02  -1.3715805e+01  -3.2810926e+02   0.0000000e+00
  601   189   0.0000000e+00   0.0000000e+00  -2.1098443e+02   1.3715805e+01   1.1712483e+02   0.0000000e+00
  602   189   0.0000000e+00   0.0000000e+00   1.6526092e+02  -1.6272751e+01  -1.1712483e+02   0.0000000e+00
  602   211   0.0000000e+00   0.0000000e+00  -1.6526092e+02   1.6272751e+01  -4.8136090e+01   0.0000000e+00
  603   211   0.0000000e+00   0.0000000e+00   9.6516555e+01  -1.5864857e+01   4.8136090e+01   0.0000000e+00
  603   233   0.0000000e+00   0.0000000e+00  -9.6516555e+01   1.5864857e+01  -1.4465264e+02   0.0000000e+00
  604   233   0.0000000e+00   0.0000000e+00   1.3530853e+01  -1.4634386e+01   1.4465264e+02   0.0000000e+00
  604   255   0.0000000e+00   0.0000000e+00  -1.3530853e+01   1.4634386e+01  -1.5818350e+02   0.0000000e+00
  605   255   0.0000000e+00   0.0000000e+00  -7.1452435e+01  -1.3762086e+01   1.5818350e+02   0.0000000e+00
  605   276   0.0000000e+00   0.0000000e+00   7.1452435e+01   1.3762086e+01  -8.6731062e+01   0.0000000e+00
  606   276   0.0000000e+00   0.0000000e+00  -1.4586571e+02  -1.3774922e+01   8.6731062e+01   0.0000000e+00
  606   296   0.0000000e+00   0.0000000e+00   1.4586571e+02   1.3774922e+01   5.9134651e+01   0.0000000e+00
  607   296   0.0000000e+00   0.0000000e+00  -1.9861758e+02  -1.5741656e+01  -5.9134651e+01   0.0000000e+00
  607   315   0.0000000e+00   0.0000000e+00   1.9861758e+02   1.5741656e+01   2.5775223e+02   0.0000000e+00
  608   315   0.0000000e+00   0.0000000e+00   2.0944975e+02  -5.6241969e+01  -2.7933102e+02   0.0000000e+00
  608   332   0.0000000e+00   0.0000000e+00  -2.0944975e+02   5.6241969e+01   6.9881262e+01   0.0000000e+00
  609   332   0.0000000e+00   0.0000000e+00   1.5937035e+02  -5.3513276e+01  -6.9881262e+01   0.0000000e+00
  609   347   0.0000000e+00   0.0000000e+00  -1.5937035e+02   5.3513276e+01  -8.9489092e+01   0.0000000e+00
  610   347   0.0000000e+00   0.0000000e+00   8.2273423e+01  -3.6170264e+01   8.9489092e+01   0.0000000e+00
  610   360   0.0000000e+00   0.0000000e+00  -8.2273423e+01   3.6170264e+01  -1.7176252e+02   0.0000000e+00
  611   360   0.0000000e+00   0.0000000e+00  -1.1976635e+01  -6.5397954e+00   1.7176252e+02   0.0000000e+00
  611   371   0.0000000e+00   0.0000000e+00   1.1976635e+01   6.5397954e+00  -1.5978588e+02   0.0000000e+00
  612   371   0.0000000e+00   0.0000000e+00  -1.0621775e+02   2.5198665e+01   1.5978588e+02   0.0000000e+00
  612   380   0.0000000e+00   0.0000000e+00   1.0621775e+02  -2.5198665e+01  -5.3568127e+01   0.0000000e+00
  613    14   0.0000000e+00   0.0000000e+00   2.0038626e-03   0.0000000e+00  -1.5457709e-03   0.0000000e+00
  613    36   0.0000000e+00   0.0000000e+00  -2.0038626e-03   0.0000000e+00  -4.5809166e-04   0.0000000e+00
  614    36   0.0000000e+00   0.0000000e+00  -1.6223523e-04   0.0000000e+00   4.5809166e-04   0.0000000e+00
  614    58   0.0000000e+00   0.0000000e+00   1.6223523e-04   0.0000000e+00  -2.9585643e-04   0.0000000e+00
  615    58   0.0000000e+00   0.0000000e+00  -2.7673644e-04   0.0000000e+00   2.9585643e-04   0.0000000e+00
  615    80   0.0000000e+00   0.0000000e+00   2.7673644e-04   0.0000000e+00  -1.9119988e-05   0.0000000e+00
  616    80   0.0000000e+00   0.0000000e+00  -1.0681247e-08   0.0000000e+00   1.9119988e-05   0.0000000e+00
  616   102   0.0000000e+00   0.0000000e+00   1.0681247e-08   0.0000000e+00  -1.9109307e-05   0.0000000e+00
  617   102   0.0000000e+00   0.0000000e+00   2.7671296e-04   0.0000000e+00   1.9109307e-05   0.0000000e+00
  617   124   0.0000000e+00   0.0000000e+00  -2.7671296e-04   0.0000000e+00  -2.9582227e-04   0.0000000e+00
  618   124   0.0000000e+00   0.0000000e+00   1.6219470e-04   0.0000000e+00   2.9582227e-04   0.0000000e+00
  618   146   0.0000000e+00   0.0000000e+00  -1.6219470e-04   0.0000000e+00  -4.5801697e-04   0.0000000e+00
  619   146   0.0000000e+00   0.0000000e+00  -2.0039206e-03   0.0000000e+00   4.5801697e-04   0.0000000e+00
  619   168   0.0000000e+00   0.0000000e+00   2.0039206e-03   0.0000000e+00   1.5459037e-03   0.0000000e+00
  620   168   0.0000000e+00   0.0000000e+00   9.1011835e+00   0.0000000e+00  -1.1052427e+01   0.0000000e+00
  620   190   0.0000000e+00   0.0000000e+00  -9.1011835e+00   0.0000000e+00   1.9512438e+00   0.0000000e+00
  621   190   0.0000000e+00   0.0000000e+00   4.0934074e+00   0.0000000e+00  -1.9512438e+00   0.0000000e+00
  621   212   0.0000000e+00   0.0000000e+00  -4.0934074e+00   0.0000000e+00  -2.1421637e+00   0.0000000e+00
  622   212   0.0000000e+00   0.0000000e+00   2.8172177e+00   0.0000000e+00   2.1421637e+00   0.0000000e+00
  622   234   0.0000000e+00   0.0000000e+00  -2.8172177e+00   0.0000000e+00  -4.9593814e+00   0.0000000e+00
  623   234   0.0000000e+00   0.0000000e+00   6.9821240e-01   0.0000000e+00   4.9593814e+00   0.0000000e+00
  623   256   0.0000000e+00   0.0000000e+00  -6.9821240e-01   0.0000000e+00  -5.6575938e+00   0.0000000e+00
  624   256   0.0000000e+00   0.0000000e+00  -1.5928938e+00   0.0000000e+00   5.6575938e+00   0.0000000e+00
  624   277   0.0000000e+00   0.0000000e+00   1.5928938e+00   0.0000000e+00  -4.0647000e+00   0.0000000e+00
  625   277   0.0000000e+00   0.0000000e+00  -4.6915234e+00   0.0000000e+00   4.0647000e+00   0.0000000e+00
  625   297   0.0000000e+00   0.0000000e+00   4.6915234e+00   0.0000000e+00   6.2682336e-01   0.0000000e+00
  626   297   0.0000000e+00   0.0000000e+00  -1.1103431e+01   0.0000000e+00  -6.2682336e-01   0.0000000e+00
  626   316   0.0000000e+00   0.0000000e+00   1.1103431e+01   0.0000000e+00   1.1730255e+01   0.0000000e+00
  627   316   0.0000000e+00   0.0000000e+00   1.0529376e+01   0.0000000e+00  -9.7809157e+00   0.0000000e+00
  627   333   0.0000000e+00   0.0000000e+00  -1.0529376e+01   0.0000000e+00  -7.4846028e-01   0.0000000e+00
  628   333   0.0000000e+00   0.0000000e+00   1.6870933e+00   0.0000000e+00   7.4846028e-01   0.0000000e+00
  628   348   0.0000000e+00   0.0000000e+00  -1.6870933e+00   0.0000000e+00  -2.4355536e+00   0.0000000e+00
  629   348   0.0000000e+00   0.0000000e+00  -1.5459585e+00   0.0000000e+00   2.4355536e+00   0.0000000e+00
  629   361   0.0000000e+00   0.0000000e+00   1.5459585e+00   0.0000000e+00  -8.8959513e-01   0.0000000e+00
  630   361   0.0000000e+00   0.0000000e+00   2.9186161e+00   0.0000000e+00   8.8959513e-01   0.0000000e+00
  630   372   0.0000000e+00   0.0000000e+00  -2.9186161e+00   0.0000000e+00  -3.8082113e+00   0.0000000e+00
  631    15   0.0000000e+00   0.0000000e+00   2.0039258e-03   0.0000000e+00  -1.5458304e-03   0.0000000e+00
  631    37   0.0000000e+00   0.0000000e+00  -2.0039258e-03   0.0000000e+00  -4.5809539e-04   0.0000000e+00
